Lessives.LVLb;Deodorants.ICOS1;EauDeToilette.ICOS2;ProdSoinCheveux.ICOS3;ProdSoinVisage.ICOS4;VernisOngleDissolv.ICOS5;NbPieceAvecProduitsChim.NQ142;NettoyantDeSurface.QPE1b;AutreNettoyants.QPE2b;DesodoAreosolVaporisateur.QPD1b;DesodoAutreEnsens.QPD2b;InsecticideAerosol.QPP1b;InsecticidePoudreBlocGel.QPP2b;NettoySolAspiration.QME1b;NettoySolBalaiSerp.QME2b;NettoyAutreQueSol.QME3b;CuissonFourTraditionnel.CUI1b;CuissonALeau.CUI2b;CuissonALaVapeur.CUI3b;CuissonParFriture.CUI4b;CuissonParGrillade.CUI5b;ACTIVITE;VoitureDansGarage.DGG3n;Fumeurs.FUMEURn;SechageLingeDansLogement.LVSBn;UtiliseSecheLinge.LVS4n;NettASecVetements.QNS1;PersExtPourMenage.AMN1n;TapisDescenteLitNeuf.QTA1n;NettASecTapisTissusmeuble.QTARIn;Plantes.QPV;Chiens.ANI21n;Chats.ANI22n;TraitementParasitesAnimaux.ANTCPn;HamsterCochonLapin.ANI25n;InsecticideBlatteFourmie.ULn;SortirOrduresExterieur.QOM1;OrduresDansPiece.QOM2n;EndroitStockageOrdures.QOM4;Bricolage.TMG6n;Jardinage.TMG7n;ProtMatelSimple.LIMHO0;ProtMatelImperm.LIMHO13;ProtMatelAntiAcariens.LIMHO23;ProtMatel.LIMHO4;TYPEHAB;NPVe1;HPRF;HSRF;MATER2;NIACe1;NSQ41e1;NSQ31e1;TMM1e1;TMM2e1;TMM3e1;TMMB1e1;TMMB2e1;TMMB3e1;TRM0e1;TRM1e1;TRM2e1;TRM3e1;TRM4e1;TRM5e1;TRM7e1;TRP0e1;TRP1e1;TRP2e1;TRP3e1;TRP5e1;TRS1e1;TRS2e1;TRS3e1;TRS4e1;TRS5e1;TRS6e1;TRS8e1;ACTP1;CHEM1;DBRI;DCA3e1;DGG2be1;FC316;FC812;FC9be11;FC9be12347;FC9be156;HCU11;HCU31;HCU323;HCU34;HPLBO;KCC1be1089;KCC1be11;KCC1be1234;KCC1be1567;KCC1be1555;KCC267;KCC34;KCC5;KEIU1;KEIU2;KVNT2e111;KVNT2e112;KVNT2e12;KVNT2e13;KVNT2e14;MATER017;MATER02;MATER03;MATER04;MATER056;REAB1;REAB23;REAB4;TYPELOG;Age;Revenus;Nb_Person;Nb_Enfants_inf_10;Nb_Enfants_sup_10;Sexe;Diplome_Max;Type_Prof;Occupation;Source_ppale_Res;Structure_menage;TYPEMEN;Formldéhyde
0;10,5;14;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,5;3,15;4;3;1;6;3;1;1;1;1;1;1;3;1;2;1;2;2;1;1;1;1;1;2;4;1;300;12;1;1914;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;3;3;3;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;0;0;1;2;1;1;2;1;1;1;1;1;5;43;817;2;0;0;2;1;6;1;1;3;1;12,26
3,5;14;14;1;7;0,5;0;7;3,5;3,5;0;3,5;0;1;3,5;1;0;3,5;0;1;3,5;5,25;4;2;2;5;3;1;1;1;2;1;2;1;1;2;1;2;3;1;1;1;1;1;1;4;4;280;70;1;1961;0;0;1;0;0;0;0,25;0,75;0;0,25;0;0,25;0;0,5;0;0;0;0;1;0;0;0;0,25;0;0,75;0;0;2;1;3;3;3;1;2;1;1;1;2;2;1;1;1;1;2;1;1;1;2;1;1;1;2;1;0;0;1;1;1;1;2;1;1;2;1;2;5;42;2349;2;0;1;1;7;4;1;1;2;5;10,17
1,5;7;7;0;7;0;0;0;0;0;0;0;0;0;1;0;0;3,5;0;3,5;0;2,35;4;1;1;5;3;1;1;1;1;1;1;3;1;1;1;2;2;1;1;1;1;1;1;4;3;250;40;1;1914;0;0;0;1;0;0;0,67;0,33;0;0,67;0;0;0;0,33;0;0;0;0;1;0;0;0;1;0;0;0;0;2;1;3;3;3;1;1;1;1;2;2;2;1;1;1;2;1;1;1;1;1;2;1;1;2;1;0;0;1;1;1;1;2;1;1;2;1;2;5;36;1299;1;0;0;2;8;5;1;1;1;2;21,55
1,5;7;10,5;0,5;1;0;1;3,5;0;0;14;0;0;3,5;3,5;3,5;0;3,5;0;0;3,5;3,45;4;3;2;5;3;1;1;1;2;1;2;2;1;2;2;2;1;2;1;1;1;1;2;7;2;320;38;1;1914;2;0;1;0;0;0,5;0,5;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0,5;0,5;0;0;0;1;1;3;2;3;1;1;1;2;1;2;1;1;2;2;1;1;1;1;2;1;1;1;1;2;1;0;0;2;1;1;1;1;1;2;1;2;1;6;30;2349;2;0;0;2;5;4;1;1;3;1;NA
3,5;0;1;0,5;7;1;1;1;0;0;0;0;0;3,5;3,5;0;0;3,5;0;0;3,5;2,1;4;1;2;2;2;1;2;1;1;1;1;3;1;1;1;2;1;3;3;1;1;1;1;3;4;240;75;1;1967;1;0;1;0;0;0;0,5;0,5;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;2;1;3;3;3;1;1;1;1;2;2;1;1;2;1;2;1;1;1;1;1;2;1;1;2;1;0;0;2;1;1;1;2;1;1;2;1;2;5;43;4249;3;2;0;1;9;3;1;1;2;6;11,03
7;14;4;14;7;3,5;1;3,5;3,5;1;0;0;0;1;3,5;0;3,5;3,5;3,5;0;0;5,75;4;1;2;5;3;1;1;1;2;1;2;1;1;1;1;2;3;1;1;1;1;1;1;4;5;240;75;1;1961;0;0;0,6;0,4;0;0,4;0,2;0,4;0;0,8;0;0;0;0,2;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;3;2;3;1;1;2;1;1;2;2;1;1;1;1;2;1;1;1;2;1;1;1;2;2;0;0;1;1;1;1;2;1;1;1;1;1;6;51;817;2;0;1;1;1;5;1;1;2;5;NA
7;14;10,5;10,5;7;0;0;7;1;7;7;0;14;7;0;7;0;3,5;0;0;3,5;7;4;2;2;1;3;1;1;1;2;1;1;3;1;2;1;2;3;4;1;1;1;1;2;3;2;240;50;1;1974;0;0;1;0;0;0;0,5;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;3;2;3;1;1;1;1;2;1;1;1;2;1;1;1;2;1;1;2;1;1;1;2;2;0;0;1;1;1;1;2;1;1;2;1;2;6;38;817;3;1;0;2;4;6;1;1;3;6;16,99
1,5;0;7;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1,05;4;1;1;5;3;1;1;1;1;1;1;3;1;1;1;2;2;1;1;1;2;2;1;4;2;250;35;1;1948;0;0;1;0;0;0,5;0,5;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;3;3;3;1;1;1;1;2;2;1;1;2;1;1;1;1;1;2;1;1;1;1;2;1;0;0;2;1;1;1;1;1;2;1;1;1;5;49;817;1;0;0;2;1;6;1;1;1;2;11,8
1,5;7;7;3,5;7;1;0;1;3,5;3,5;0;0;0;0;3,5;1;1;0;3,5;0;0;3,25;4;1;2;5;3;1;1;1;1;1;1;3;1;1;2;2;3;1;1;1;1;1;1;7;2;250;27;1;1948;1;0;1;0;0;0;1;0;0;0,5;0;0;0;0,5;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;3;3;3;1;1;1;2;1;2;1;1;2;1;1;1;2;1;1;2;1;1;2;2;1;0;0;1;2;1;1;2;1;1;2;1;2;5;22;817;1;0;0;1;8;7;3;5;1;2;11,99
7;35;35;1;35;0;0;1;0;1;0;0;0;1;7;1;0;0;3,5;3,5;0;12,3;4;3;2;5;3;1;1;1;1;1;1;3;1;2;1;2;2;1;1;1;1;1;1;4;6;250;80;1;1967;0;0;1;0;0;0;0,33;0,17;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;3;2;3;1;1;2;1;1;2;1;1;2;1;1;1;2;1;1;2;1;1;2;2;1;0;0;1;2;1;1;2;1;1;1;1;1;6;31;1799;5;0;0;1;1;5;5;1;4;2;23,85
3,5;14;0;0,5;7;0;1;1;0;14;1;0;0;3,5;1;1;1;3,5;0;1;1;3,15;4;1;1;5;3;1;1;1;3;1;1;3;1;1;1;2;3;5;1;1;1;1;1;3;4;240;88;1;1981;0;0;0;0;1;0,25;0,25;0,5;0;1;0;0;0;0;0;0;0;0;0,25;0;0,5;0;0,5;0;0;0;0;2;1;3;2;2;1;1;1;1;2;2;1;1;2;1;2;1;1;1;1;2;1;1;1;2;1;0;0;1;1;1;1;2;1;1;2;1;2;6;65;1799;2;0;0;2;6;4;4;3;3;7;10,09
1,5;7;3,5;0,5;10,5;0;0;0;0;0;0;0;0;1;1;0;3,5;3,5;0;0;3,5;2,5;4;3;2;5;2;2;1;2;1;1;1;3;1;1;1;2;2;1;1;1;1;1;1;4;3;230;120;1;1995;0;0;0;1;0;0,33;0,33;0,33;0,33;0;0,67;0;0;0;0;0;0;0;0;0;0;0;0,33;0,67;0;0;0;2;1;3;2;3;1;2;1;1;1;1;2;1;1;1;2;1;1;1;1;1;2;1;1;2;2;0;0;1;1;1;1;2;1;1;1;1;1;6;68;4249;2;0;0;2;9;3;4;3;3;7;23,3
7;0;1;0;7;0;0;1;0;0;7;0;0;0;7;1;0;0;7;0;0;2,4;4;1;1;5;2;1;1;1;1;1;1;3;1;1;1;2;3;1;1;1;1;1;1;4;3;230;30;1;1995;0;0;0;1;0;0;1;0;0;0;0;0,33;0;0,67;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;3;3;3;1;1;1;1;2;2;2;1;1;1;2;1;1;1;1;1;2;1;2;2;2;0;0;1;1;1;1;2;1;1;2;1;2;5;63;2899;1;0;0;2;9;3;4;3;1;7;17,26
3,5;7;14;1;7;0;1;3,5;0;7;3,5;0;0;3,5;3,5;0;3,5;3,5;0;1;1;4,3;4;2;1;5;3;1;1;1;2;1;1;3;1;1;2;2;4;1;1;1;1;1;2;7;5;240;74;1;1961;1;0;0;1;0;0,4;0,4;0,2;0;0,2;0;0;0;0,8;0;0;0;0;0,8;0;0;0;1;0;0;0;0;2;1;3;2;3;1;1;2;1;1;2;1;2;1;1;1;1;2;1;1;1;1;2;2;1;1;0;0;2;1;1;1;2;1;1;2;1;2;6;37;1799;4;2;0;2;5;5;1;1;3;6;15,16
7;7;8;0,5;7;0;0;0;0;0;0;0;0;1;0;0;3,5;0;7;0;0;3,05;4;3;1;5;3;1;1;1;2;1;1;3;1;1;2;2;1;4;2;1;1;1;1;9;4;400;120;1;1914;0;0;1;0;0;0,5;0,25;0;0;0;0;0;0;0,75;0;0,25;0;0;0,5;0;0;0,25;0,5;0;0;0;0;1;2;2;1;3;2;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;2;1;2;1;0;0;1;1;1;1;1;1;2;1;2;1;3;57;2899;3;0;1;2;9;2;1;2;3;4;5,05
3,5;14;7;1;7;0,5;1;3,5;3,5;0;14;1;3,5;0;7;0;1;3,5;0;0;1;4,35;4;1;1;5;3;1;1;1;1;1;1;3;1;1;1;2;3;3;1;1;1;1;1;3;3;240;49;1;1981;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;2;2;3;1;2;1;1;1;2;1;2;1;1;2;1;1;1;1;1;2;1;1;2;2;0;0;1;1;2;1;1;1;1;2;1;2;6;48;2899;2;0;0;2;2;5;1;1;3;1;31,88
1,5;7;10,5;0;14;1;0;3,5;1;7;0;0;0;1;3,5;1;1;7;7;0;0;4,3;4;1;2;5;3;1;1;1;1;1;1;3;1;1;2;2;1;3;1;1;1;1;1;7;4;240;80;1;1989;0;0;0;0;1;0,75;0,25;0;0,25;0,25;0,5;0;0;0;0;0;0;0;0,75;0,25;0;0;1;0;0;0;0;1;1;2;3;2;1;2;1;1;1;2;2;1;1;1;2;1;1;1;1;1;2;1;1;2;1;0;0;2;1;1;1;1;2;1;2;1;2;4;68;2899;2;0;0;2;2;3;4;3;3;7;13,3
3,5;7;8;3,5;7;0;0;3,5;0;7;3,5;0;0;0;3,5;7;7;3,5;3,5;0;0;4,3;4;1;2;5;3;1;1;1;2;2;1;2;1;1;1;2;3;2;1;1;1;1;2;1;2;240;44;1;2002;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;2;3;2;1;2;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;2;2;0;0;1;1;1;1;2;1;1;1;1;1;4;67;1799;2;0;0;2;8;4;4;3;3;7;4,05
7;21;14;1;21;1,5;1;7;7;7;0;0;0;3,5;7;0;3,5;3,5;0;0;0;8,3;4;1;1;2;3;1;1;1;2;2;2;1;2;1;1;2;1;1;4;2;2;1;1;1;5;230;98;1;2002;0;0;0;1;0;0;0,4;0,6;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;2;3;3;1;1;1;2;1;2;2;1;1;1;1;1;2;1;1;1;1;2;2;1;2;0;0;1;1;1;1;2;1;1;1;1;1;4;49;1799;4;1;2;2;3;5;1;1;2;3;20,14
3,5;21;14;1;10,5;0;1;3,5;1;3,5;14;0;0;3,5;3,5;3,5;3,5;3,5;3,5;0;3,5;6,4;4;1;2;5;3;1;1;1;3;2;1;2;1;1;1;2;4;1;1;2;2;1;1;1;4;250;70;1;1974;1;0;1;0;0;0;0,5;0,5;0;0,75;0;0,25;0;0;0;0;0;0;0,5;0;0;0;1;0;0;0;0;1;1;3;3;3;1;2;1;1;1;2;2;1;1;1;1;2;1;1;1;2;1;1;2;2;1;0;0;2;1;1;1;2;1;1;2;1;2;5;45;1799;3;0;1;2;4;6;1;1;3;4;29,36
7;7;7;7;7;0,5;0;3,5;0;0;14;0;3,5;3,5;3,5;1;0;3,5;0;3,5;1;4,7;4;2;1;5;3;1;2;1;3;1;1;3;1;1;1;2;2;3;4;1;1;1;2;3;5;240;90;1;1967;0;0;0;1;0;0,2;0,6;0,2;0;0,6;0;0,2;0;0,2;0;0;0,2;0;0,8;0;0,2;0;0,8;0;0;0;0;1;1;3;2;3;1;1;1;2;1;2;1;1;2;1;1;2;1;1;1;2;1;1;1;2;1;0;0;1;2;1;1;2;1;1;2;1;2;6;34;1799;4;2;1;1;8;4;5;5;2;6;27,36
0,5;0;7;0;7;0,5;0;3,5;0;7;1;0;0;3,5;1;1;3,5;3,5;0;3,5;0;2,4;4;1;1;5;3;2;1;1;1;1;2;1;1;1;2;2;1;3;3;1;1;1;2;9;3;250;160;1;1967;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;2;1;3;2;2;2;1;1;1;2;1;2;1;1;1;2;1;1;1;1;1;2;1;2;1;0;0;1;2;1;1;1;2;1;1;2;1;2;73;1299;1;0;0;1;2;3;4;3;1;7;15,04
3,5;0;3,5;0;7;1;1;0;0;7;7;0;0;1;3,5;1;3,5;0;1;0;3,5;2,05;4;1;2;5;3;1;2;1;2;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;4;240;87;1;1967;1;0;0,86;0,14;0;0,5;0,25;0;0;0,25;0;0,25;0;0,5;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;2;3;2;1;2;1;1;1;2;1;2;1;1;1;1;1;1;2;1;1;1;1;2;1;0;0;2;1;1;1;2;1;1;1;1;1;4;61;1799;1;0;0;1;6;4;1;1;1;2;15,77
3,5;14;14;0;8;0,5;0;0;0;3,5;0;1;0;3,5;1;0;3,5;3,5;3,5;3,5;0;4,45;4;1;1;5;2;1;1;1;1;2;1;1;1;1;1;2;1;5;2;1;1;1;2;5;3;420;98;1;1995;0;1;0,57;0;0,43;0,67;0;0,33;0,67;0;0;0;0;0;0,33;0,67;0;0;0,33;0;0;0;0,33;0,67;0;0;0;1;1;1;3;2;2;2;1;1;1;1;1;2;1;1;2;1;1;1;1;1;2;1;1;2;1;0;0;1;1;1;1;1;2;1;1;1;1;1;60;2899;2;0;0;2;3;4;1;1;3;1;19,23
7;14;14;14;7;1;0;1;1;3,5;3,5;0;0;3,5;3,5;1;3,5;3,5;0;3,5;0;6,6;4;4;2;1;3;1;2;1;3;1;1;3;2;1;1;2;1;1;1;1;1;1;2;4;4;230;60;1;1989;0;0;0,75;0;0,25;0,25;0;0,5;0,25;0;0;0;0;0,75;0;0;0;0;1;0;0;0,75;0,25;0;0;0;0;1;1;3;3;3;1;1;2;1;1;2;1;1;2;1;1;1;2;1;1;1;1;2;2;1;2;0;0;1;1;1;1;2;1;1;1;1;1;5;39;1299;3;1;0;2;4;5;1;1;3;6;13,82
0;7;10,5;0;3,5;0;1;1;0;14;14;0;0;0;1;0;0;3,5;3,5;0;3,5;2,3;4;4;1;6;3;1;1;1;1;1;1;3;1;1;1;2;3;4;1;2;2;1;1;4;2;240;38;1;1974;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;2;2;2;1;2;1;1;1;1;1;2;1;1;2;1;1;1;1;1;2;1;1;2;1;0;0;2;1;1;1;2;1;1;1;1;1;4;70;1299;2;0;0;2;4;6;4;3;3;7;13,32
3,5;7;0;0;0,5;0;0;3,5;0;3,5;0;0;0;3,5;3,5;1;7;3,5;0;3,5;0;2,25;4;1;2;5;3;2;1;1;1;1;1;3;1;1;1;1;3;1;1;1;1;1;2;4;5;230;110;2;1967;1;0;0,89;0;0,11;0,8;0,2;0;0;0;0;0;0;1;0;0,4;0;0;0,6;0;0;0;1;0;0;0;0;1;1;3;3;3;2;2;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;2;1;0;0;1;2;1;1;2;1;1;2;1;2;4;35;4249;4;2;0;2;9;3;1;1;3;6;11,58
7;10,5;7;0;7;0;1;7;0;0;14;0;0;3,5;3,5;0;3,5;7;7;3,5;0;4,55;4;1;1;2;3;1;1;1;1;1;1;3;1;1;2;2;1;2;1;1;1;1;2;7;5;260;87;2;1981;0;0;0,75;0;0,25;0,4;0,2;0,4;0;0,8;0;0;0;0;0;0;0;0;1;0;0;0;0,4;0,6;0;0;0;1;1;2;3;3;2;2;1;1;1;2;1;2;1;1;2;1;1;1;1;1;2;1;2;1;2;0;0;1;1;1;2;1;1;1;1;1;1;4;66;2349;2;0;0;2;4;6;4;3;3;7;23,99
3,5;7;8;0;14;0;1;0;7;0;14;0;0;3,5;1;0;0;3,5;3,5;1;1;3,7;4;2;2;5;3;1;1;1;1;2;2;2;1;1;1;2;3;4;1;1;1;1;2;8;5;260;107;3;1981;1;1;1;0;0;0,2;0,2;0,6;0;0,8;0;0;0;0,2;0;0;0;0;1;0;0;0;0,4;0,6;0;0;0;1;2;1;3;3;2;2;1;1;1;2;2;1;1;1;2;1;1;1;1;1;2;1;1;2;1;0;0;2;1;1;2;1;1;1;1;1;1;3;58;2349;3;0;1;2;1;3;4;3;3;7;9,71
3,5;14;15;7;7;3,5;1;3,5;3,5;3,5;14;1;0;0;7;0;3,5;1;0;1;0;6,05;1;1;2;2;2;1;1;1;2;1;2;1;2;1;2;2;2;4;1;2;2;1;1;9;6;250;226;2;1989;1;1;1;0;0;0,33;0,5;0,17;0;0,5;0;0,17;0;0,17;0,17;0;0,33;0;0,33;0;0;0,33;0,67;0;0;0;0;1;2;1;3;1;2;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;2;2;2;1;0;0;2;1;1;2;1;1;1;1;1;1;2;48;4249;3;0;1;2;5;3;1;1;3;4;12,31
7;17,5;21;10,5;14,5;0;0;3,5;0;3,5;3,5;0;14;7;7;1;3,5;3,5;3,5;0;3,5;8,9;1;2;2;5;3;1;1;1;3;1;1;3;1;1;1;2;1;2;2;1;1;1;2;6;6;250;100;2;1981;0;0;0,17;0,83;0;0,33;0,33;0,33;0;0,83;0;0,17;0;0;0;0;0;0;0,83;0;0;0,17;0,83;0;0;0;0;1;1;1;1;1;2;2;1;1;1;2;1;2;1;1;2;1;1;1;1;1;2;1;1;2;1;0;0;1;1;1;2;1;1;1;2;1;2;1;53;2349;3;0;1;2;2;4;4;1;3;1;27,72
3,5;14;14;4,5;7;0;1;0;0;7;14;0;0;1;1;0;1;3,5;3,5;3,5;3,5;4,5;1;3;2;5;3;1;2;1;3;1;1;3;1;2;1;2;2;2;1;1;1;1;2;4;5;255;92;1;1974;0;1;0;0,83;0,17;0,4;0;0,6;0;0,8;0;0,2;0;0;0;0;0;0;0,2;0;0,6;0;0,4;0;0;0;0;1;2;1;3;1;2;2;1;1;1;2;1;2;1;1;1;1;1;1;2;2;1;1;1;2;1;0;0;1;1;1;2;1;1;1;1;2;1;2;58;2899;2;0;0;2;4;4;4;1;3;1;38,04
3,5;7;7;8;14,5;0,5;2;3,5;3,5;3,5;14;0;0;3,5;1;3,5;3,5;0;7;1;3,5;5,2;4;3;1;5;2;1;1;1;1;2;2;2;1;1;2;2;1;5;4;1;1;1;2;9;9;260;230;2;1914;1;1;1;0;0;0,11;0,22;0,56;0;0,44;0;0;0,11;0,11;0,33;0;0;0;0;0,11;0,11;0;0,33;0,56;0;0;0;1;2;2;3;2;2;2;1;1;1;2;1;1;2;1;1;2;1;1;1;1;1;2;1;1;1;0;0;1;2;1;2;1;1;1;2;1;2;3;54;1299;3;0;1;2;4;2;1;2;3;4;9,2
7;14;8;0;10,5;1;2;1;1;1;3,5;0;0;0;1;0;1;1;1;1;1;4,25;4;1;2;4;3;1;1;1;3;2;2;2;1;1;2;2;3;4;5;1;1;1;2;9;6;280;160;3;1961;0;1;1;0;0;0;0,33;0,67;0;0,83;0;0;0;0;0,17;0;0;0;0;0;0;0,17;0,5;0,33;0;0;0;1;2;2;3;3;2;1;1;1;2;2;2;1;1;1;1;1;2;1;1;1;1;2;1;2;1;0;0;1;1;1;2;1;1;1;1;2;1;3;34;1299;4;2;0;2;4;1;1;1;3;6;19,23
7;14;14;10,5;14;7;2;1;3,5;0;3,5;0;14;3,5;3,5;0;3,5;3,5;3,5;0;0;7,45;4;4;1;5;3;1;1;1;2;1;1;3;1;2;1;2;3;2;1;1;1;1;2;4;7;320;156;3;1914;0;1;1;0;0;0,14;0,43;0,43;0;0,71;0;0,14;0;0,14;0;0;0;0;0,86;0;0;0,57;0,43;0;0;0;0;1;2;2;3;3;2;1;1;2;1;2;1;2;1;1;1;1;2;1;1;1;1;2;2;2;1;0;0;1;2;1;2;1;1;1;1;2;1;3;32;1799;4;2;0;2;5;5;1;1;3;6;9,55
3,5;14;14;7,5;14;2;0;1;7;7;14;0;0;7;7;7;3,5;3,5;7;0;0;7,7;4;1;2;5;1;1;1;1;2;2;2;1;2;1;1;2;3;2;3;1;1;1;2;1;9;400;320;2;1871;1;1;1;0;0;0,67;0,11;0,22;0,11;0,11;0;0;0;0,78;0;0,44;0;0;0,44;0,11;0;0;0,44;0,56;0;0;0;1;2;2;3;3;2;2;1;1;1;2;2;1;1;1;1;2;1;1;1;1;1;2;1;2;2;0;0;1;1;1;2;1;1;1;2;1;2;3;55;4249;3;1;0;2;9;3;1;1;3;4;5,64
3,5;7;7;4;10,5;1;1;1;1;7;7;14;14;3,5;3,5;0;3,5;3,5;1;0;1;4,1;4;1;2;5;3;2;1;1;4;1;1;3;1;2;2;2;1;2;3;1;1;1;2;9;5;250;350;2;1871;1;1;1;0;0;0,6;0;0,4;0;0;0;0,2;0;0;0;0;0;0;0,2;0,4;0,2;0;0,8;0;0;0;0;2;2;1;3;3;2;2;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;2;0;0;1;1;1;2;1;1;1;2;1;2;2;75;817;2;0;0;2;8;3;4;1;3;1;9,56
7;1;14;8;17,5;0,5;1;1;0;0;1;0;1;3,5;3,5;0;3,5;3,5;3,5;0;3,5;5,6;1;1;2;5;2;2;1;2;3;1;1;3;1;2;2;2;1;4;1;1;1;1;1;7;11;245;460;1;1914;1;1;0,36;0;0,64;0,82;0,09;0;0;0,45;0;0;0;0,09;0;0,45;0,09;0;0,45;0;0;0;0,45;0,55;0;0;0;1;2;2;2;1;2;2;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;2;1;2;2;0;0;1;1;1;2;1;1;1;2;1;2;3;59;4249;4;1;1;2;7;2;1;1;3;6;5,62
7;21;21,5;10;15,5;0;0;3,5;0;0;14;0;0;3,5;7;1;0;3,5;3,5;3,5;3,5;9;4;3;1;5;3;1;1;1;4;2;2;2;1;2;2;2;1;5;5;1;1;1;2;8;8;260;275;3;1914;0;2;1;0;0;0,63;0,13;0,25;0;0,38;0;0;0;0,5;0;0;0;0;0,38;0;0;0;0,88;0,13;0;0;0;2;1;2;3;2;2;2;1;1;1;2;1;2;1;1;1;2;1;1;1;1;1;2;2;1;1;0;0;1;1;1;2;1;1;1;2;1;2;4;45;2349;6;0;3;2;5;2;1;1;3;3;10,55
3,5;7;4,5;3,5;3,5;0;3;1;3,5;1;1;0;0;1;3,5;1;0;0;0;3,5;3,5;2,85;1;1;2;5;3;1;2;1;1;2;2;1;1;1;1;2;3;5;3;1;1;1;2;5;5;230;40;3;1914;1;1;0,8;0;0,2;0,2;0,4;0,2;0;0,6;0;0;0;0,4;0;0;0;0;0,2;0;0;0,6;0,2;0,2;0;0;0;2;2;1;3;1;2;2;1;1;1;2;1;2;1;1;2;1;1;1;1;1;2;1;2;1;1;0;0;2;1;2;1;1;1;1;1;2;1;2;59;817;2;0;0;2;1;1;1;2;3;1;13,54
1,5;0;7;0;0;0;1;3,5;0;0;14;0;0;3,5;3,5;0;0;1;1;1;0;1,9;4;1;1;5;3;1;2;1;2;1;1;3;1;1;2;2;3;4;3;1;1;1;1;9;4;280;120;1;1871;1;1;0,7;0;0,3;0,25;0,25;0,5;0,25;0,5;0;0;0;0,25;0;0,5;0,25;0;0;0;0,25;0;0,5;0;0,25;0;0;1;2;2;3;3;2;2;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;2;2;1;0;0;1;2;1;2;1;1;1;2;1;2;3;76;1299;1;0;0;2;8;4;4;3;1;7;16,32
1,5;0;7;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0,95;4;1;2;5;3;2;1;1;2;2;1;1;1;1;2;2;1;1;1;1;1;1;2;7;7;240;420;2;1871;0;1;1;0;0;0,57;0,14;0,29;0;0,71;0;0,14;0;0;0;0;0;0;0,43;0,14;0,43;0;0,57;0;0;0;0;1;2;2;3;2;2;2;1;1;1;2;1;2;1;1;1;2;1;1;1;1;1;2;1;1;1;0;0;2;1;1;2;1;1;1;1;2;1;3;68;817;1;0;0;2;6;1;4;3;1;7;7,27
3,5;14;14;0;7;3,5;2;1;1;0;0;0;0;1;0;1;1;3,5;0;0;3,5;4,5;4;1;2;5;3;1;1;1;3;2;2;2;1;1;2;2;1;4;4;1;1;1;1;9;6;320;240;2;1914;1;0;0,13;0,88;0;0,17;0,5;0,33;0;0,67;0;0;0;0,33;0;0,83;0;0;0,17;0;0,33;0;0,33;0,33;0;0;0;1;1;1;3;3;2;2;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;2;2;2;0;0;1;1;1;2;1;1;1;1;2;1;4;60;4249;2;0;0;2;4;4;4;3;3;7;12,9
