Lessives.LVLb;Deodorants.ICOS1;EauDeToilette.ICOS2;ProdSoinCheveux.ICOS3;ProdSoinVisage.ICOS4;VernisOngleDissolv.ICOS5;NbPieceAvecProduitsChim.NQ142;NettoyantDeSurface.QPE1b;AutreNettoyants.QPE2b;DesodoAreosolVaporisateur.QPD1b;DesodoAutreEnsens.QPD2b;InsecticideAerosol.QPP1b;InsecticidePoudreBlocGel.QPP2b;NettoySolAspiration.QME1b;NettoySolBalaiSerp.QME2b;NettoyAutreQueSol.QME3b;CuissonFourTraditionnel.CUI1b;CuissonALeau.CUI2b;CuissonALaVapeur.CUI3b;CuissonParFriture.CUI4b;CuissonParGrillade.CUI5b;ACTIVITE;VoitureDansGarage.DGG3n;Fumeurs.FUMEURn;SechageLingeDansLogement.LVSBn;UtiliseSecheLinge.LVS4n;NettASecVetements.QNS1;PersExtPourMenage.AMN1n;TapisDescenteLitNeuf.QTA1n;NettASecTapisTissusmeuble.QTARIn;Plantes.QPV;Chiens.ANI21n;Chats.ANI22n;TraitementParasitesAnimaux.ANTCPn;HamsterCochonLapin.ANI25n;InsecticideBlatteFourmie.ULn;SortirOrduresExterieur.QOM1;OrduresDansPiece.QOM2n;EndroitStockageOrdures.QOM4;Bricolage.TMG6n;Jardinage.TMG7n;ProtMatelSimple.LIMHO0;ProtMatelImperm.LIMHO13;ProtMatelAntiAcariens.LIMHO23;ProtMatel.LIMHO4;TYPEHAB;NPVe1;HPRF;HSRF;MATER2;NIACe1;NSQ41e1;NSQ31e1;TMM1e1;TMM2e1;TMM3e1;TMMB1e1;TMMB2e1;TMMB3e1;TRM0e1;TRM1e1;TRM2e1;TRM3e1;TRM4e1;TRM5e1;TRM7e1;TRP0e1;TRP1e1;TRP2e1;TRP3e1;TRP5e1;TRS1e1;TRS2e1;TRS3e1;TRS4e1;TRS5e1;TRS6e1;TRS8e1;ACTP1;CHEM1;DBRI;DCA3e1;DGG2be1;FC316;FC812;FC9be11;FC9be12347;FC9be156;HCU11;HCU31;HCU323;HCU34;HPLBO;KCC1be1089;KCC1be11;KCC1be1234;KCC1be1567;KCC1be1555;KCC267;KCC34;KCC5;KEIU1;KEIU2;KVNT2e111;KVNT2e112;KVNT2e12;KVNT2e13;KVNT2e14;MATER017;MATER02;MATER03;MATER04;MATER056;REAB1;REAB23;REAB4;TYPELOG;Age;Revenus;Nb_Person;Nb_Enfants_inf_10;Nb_Enfants_sup_10;Sexe;Diplome_Max;Type_Prof;Occupation;Source_ppale_Res;Structure_menage;TYPEMEN;Formldéhyde
1,5;7;14;3,5;3,5;0;0;3,5;0;0;0;0;0;1;3,5;1;0;3,5;3,5;1;0;5,15;1;1;1;5;3;1;1;1;2;1;1;3;1;1;1;2;1;3;1;1;1;1;1;7;6;250;98;2;1981;0;0;1;0;0;0,5;0;0;0;1;0;0;0;0;0;0,25;0;0;0,8;0;0;0;1;0;0,33;0;0;1;2;1;1;1;2;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;1;0;0;1;1;1;1;1;2;1;1;1;1;2;57;4249;2;0;0;2;4;4;4;3;3;7;13,89
1,5;3,5;3,5;14;14;0;0;1;0;7;1;0;0;3,5;1;0;3,5;0;0;0;1;3,4;1;1;2;5;3;1;1;1;2;1;1;3;1;2;2;2;3;1;2;1;1;1;1;7;5;250;150;1;2002;1;0;1;0;0;0;0;0,75;0;0,71;0;0,13;0;0;0;0;0,2;0;0,8;0;0;0;1;0,4;0;0;0;1;1;3;3;1;2;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;2;2;2;1;0;0;1;1;1;1;1;1;1;2;1;2;2;66;2349;1;0;0;1;5;6;4;3;1;7;9,31
1,5;14,5;7;7;7;0;1;3,5;0;0;14;0;0;3,5;3,5;1;0;7;0;0;1;3,15;1;1;2;5;3;1;1;2;2;2;1;2;1;1;2;2;1;1;1;1;1;1;1;7;4;300;120;1;1948;3;1;1;0;0;0,22;0,25;0,5;0;0,75;0;0;0;0;0;0;0;0;1;0;0;0;0,5;0,5;0;0;0;1;1;3;3;1;2;2;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;0;0;2;2;1;2;1;1;1;2;1;2;1;60;2349;2;0;0;2;4;3;4;3;3;7;24,21
3,5;14;14;3,5;8;0;0;1;0;0;7;0;0;3,5;3,5;0;3,5;7;0;3,5;0;4,45;4;1;1;5;3;1;1;1;1;1;1;3;1;1;2;1;4;1;1;2;2;1;1;7;4;250;50;1;1974;0;0;0,8;0;0,2;0,33;0,33;0,5;0;0,8;0;0;0;0;0;0;0;0;0,8;0;0;0;0,71;0;0;0;0;1;1;3;2;3;1;2;1;1;1;2;1;1;2;2;2;1;2;1;1;2;2;1;1;2;1;0;0;1;1;1;1;2;1;1;1;1;1;6;51;817;1;0;0;1;8;5;1;1;1;4;6,2
3,5;0;14;3,5;8;0;1;1;0;0;14;0;0;0;1;0;0;3,5;0;1;1;2,85;4;3;1;2;3;2;2;1;2;2;2;2;1;1;1;2;3;3;1;1;1;1;1;3;5;230;87;2;1974;1;2;1;0;0;0;0;0,5;0;1;0;0;0;0;0;0;0;0;0,57;0;0,86;0;0,25;0;0;0;0;1;2;1;1;3;2;2;1;1;2;2;1;2;1;1;1;1;2;1;1;1;2;2;1;2;1;0;0;1;1;1;1;1;1;1;1;1;1;4;48;4249;2;0;0;2;6;3;1;1;3;4;19,93
3,5;7;7;7;14;0;0;3,5;1;0;14;0;0;3,5;3,5;1;3,5;3,5;3,5;0;0;4,05;4;1;2;3;3;1;1;1;4;1;2;1;1;1;1;2;4;1;3;1;1;1;2;7;6;230;230;1;1981;0;0;0,57;0,47;0;0,2;0;0,6;0;1;0;0;0;0;0;0;0;0;1;0;0,5;0;0,33;0;0;0;0;1;1;3;3;3;2;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;0;0;1;1;1;2;2;2;1;1;2;1;5;55;2899;2;0;0;2;9;3;4;2;3;3;21,05
1,5;7;7;0;7;0;0;1;0;0;1;0;1;0;3,5;0;3,5;3,5;3,5;0;1;2,35;4;1;2;5;3;1;1;1;1;1;1;3;1;1;3;2;3;1;1;1;1;1;1;7;1;250;100;1;2002;0;0;0,75;0;0,25;0,33;0;0,6;0;0,5;0;0;0;0;0;1;0;0;0;0,17;0;0;0,5;0,43;0;0;0;2;1;3;3;3;2;2;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;2;2;1;0;0;2;1;1;1;1;1;1;2;1;2;5;72;2899;2;0;0;2;6;3;4;3;4;7;6,17
3,5;7,5;11,5;3,5;14;0;0;1;7;1;14;0;0;3,5;1;1;3,5;7;0;0;3,5;5,4;4;1;2;4;3;1;1;2;2;1;1;3;1;1;1;2;3;2;4;1;1;1;1;4;6;250;99;1;1989;0;1;1;0;0;0;0;0,75;0;0,6;0;0;0;0,25;0,25;0;0;0;1;0;0;0;0;0;0,57;0;0;1;2;3;3;3;2;2;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;2;1;2;5;65;1799;4;0;1;1;5;6;4;3;3;7;12,98
3,5;14;7;1;8;0;1;1;1;3,5;7;0;0;1;1;1;3,5;7;0;3,5;1;6,4;4;1;2;2;3;1;1;1;2;1;1;3;1;1;2;2;3;4;1;1;1;1;2;7;4;250;240;3;1871;1;1;1;0,13;0;0;0,5;0,75;0;0,33;0;0;0;0,14;0;0;0;0;1;0;0;0;1;0;0,6;0;0;1;2;2;3;2;2;2;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;2;2;2;2;0;0;1;1;1;1;1;1;1;2;1;2;2;41;1799;2;0;0;2;3;3;1;1;3;4;15,32
7;14;17,5;0;1;3,5;1;3,5;1;0;0;0;0;3,5;3,5;3,5;3,5;3,5;0;1;0;4,35;4;2;2;3;2;2;1;1;2;1;1;3;2;1;1;2;3;1;1;1;2;1;1;9;7;250;90;2;1914;0;1;0,6;0,2;0,2;0;0,17;0,67;0;0,8;0;0;0;0;0;0;0,33;0;0,67;0;0;0;0,14;0,75;0;0;0;1;2;1;3;2;2;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;2;1;2;1;0;0;1;1;1;1;2;1;1;2;1;2;1;45;2899;3;1;0;1;8;4;1;1;3;1;29,13
1,5;0;0;7;7;0;1;1;1;1;7;0;0;3,5;1;0;0;3,5;0;0;3,5;0,75;4;1;1;5;3;2;1;2;2;1;2;2;1;1;1;1;1;3;1;1;1;1;1;8;6;250;110;1;1989;0;1;0,79;0,2;0;0;0;0,4;0;0,71;0;0;0;0;0;0;0;0;1;0;0;0;0,83;0;0,33;0;0;1;2;2;3;2;2;2;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;2;2;0;0;1;1;1;1;1;1;1;1;2;1;3;63;4249;2;0;0;2;8;3;4;3;3;7;21,94
1,5;0;8,5;0;0;0;0;3,5;0;0;0;0;0;0;3,5;1;0;3,5;0;3,5;1;1,7;4;1;1;5;3;2;1;1;4;1;1;3;1;1;2;2;3;1;2;1;1;1;2;7;5;250;128;1;1974;0;1;0,79;0,17;0,07;0;0;1;0;0,25;0;0;0;1;0;0;0,14;0;0;0;0;0;0,25;0,5;0;0;0,1;1;1;1;3;2;2;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;2;1;0;0;1;1;1;2;1;1;1;2;1;2;4;63;6449;1;0;0;2;9;5;4;3;1;7;8,83
3,5;7;14;4,5;14,5;0;1;3,5;3,5;0;0;0;0;3,5;7;7;3,5;3,5;1;1;0;4,55;1;1;2;5;3;2;1;2;4;1;1;3;1;2;2;2;2;1;5;2;2;1;2;8;6;250;140;1;1989;1;0;0,83;0,17;0;0;0;1;0;0,75;0;0;0;0,33;0;0;0;0;1;0;0,75;0;0,14;0;0;0;0;1;1;2;3;1;2;2;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;2;1;2;1;0;0;1;1;1;1;1;1;1;1;2;1;3;77;4249;1;0;0;1;8;3;4;3;1;7;19,26
1,5;14;14;0;7;0;0;1;0;0;0;0;0;0;3,5;1;3,5;3,5;0;0;0;4,45;2;1;2;5;3;2;1;1;3;1;1;3;1;1;1;2;3;1;1;1;1;1;1;9;6;250;86;1;1948;1;0;0,88;0;0,13;0;0;0;0;0;0;0,2;0;0,75;0,13;1;0,17;0;0;0;0;0;1;0,5;0;0;0;1;2;3;2;1;2;1;1;1;2;1;1;1;2;2;1;2;1;1;1;1;1;2;2;2;1;0;0;1;1;1;1;1;2;2;1;1;1;1;45;1299;1;0;1;2;4;5;1;1;1;4;7,42
0,5;7;7;3,5;7;1;1;1;3,5;0;0;0;0;3,5;3,5;3,5;3,5;3,5;1;1;0;3,95;4;1;2;6;3;1;1;1;3;1;1;3;1;1;2;2;3;4;1;1;1;1;1;9;4;250;170;1;1974;1;0;0,36;0,88;0;0,75;0;0;0;0,33;0;0,17;0;0,75;0;0;0;0;1;0;0,25;0;0,2;0;0;0;0;1;1;2;2;3;1;2;1;1;1;2;2;1;1;1;1;2;2;1;1;1;1;1;1;2;1;0;0;2;1;1;1;1;1;1;2;1;2;6;42;2899;3;0;0;1;4;6;1;1;3;1;29,16
1,5;1;7;0;7;0;0;1;0;0;14;0;0;3,5;1;0;1;3,5;1;0;0;2,9;1;1;2;2;3;1;1;1;2;1;1;3;1;1;2;2;3;1;2;2;2;1;1;7;5;250;150;1;1989;1;0;0,67;0,33;0;0;0;1;0,17;0,17;0;0;0;0,8;0;0;0;0;1;0;0;0;0,25;0,33;0;0;0;1;1;1;3;1;2;2;1;1;1;2;1;1;2;1;1;1;2;1;1;1;1;1;1;2;2;0;0;1;1;1;1;1;1;1;1;1;1;1;65;1299;1;0;0;1;8;4;4;3;1;7;10,35
1,5;0;7;0;10,5;7;1;0;3,5;0;0;0;0;3,5;1;1;0;3,5;0;0;0;2,95;2;1;2;2;3;2;1;1;3;1;1;3;1;1;2;1;1;4;5;1;1;1;1;9;5;250;120;2;1967;1;1;0,78;0,25;0;0,5;0;0,5;0;0,5;0;0;0;0,2;0;0;0;0;1;0;0,75;0;0,25;0;0;0;0;1;2;3;3;1;1;2;1;1;1;2;2;1;2;2;1;1;1;1;1;1;1;1;2;2;1;0;0;1;2;1;1;2;1;1;1;2;1;3;63;1299;1;0;0;2;6;3;4;3;1;7;7,42
1,5;7;10,5;0;3,5;0;1;3,5;0;0;3,5;0;14;3,5;3,5;0;3,5;3,5;3,5;1;7;3,3;4;1;1;5;3;2;1;2;4;2;1;1;1;1;2;2;2;5;3;1;1;1;2;9;5;220;130;1;1948;0;0;0,75;0;0,25;1;0;0;0;0,8;0;0;0;0;0;0;0;0;0,8;0;0;0;1;0,75;0;0;0;1;1;1;3;3;1;1;1;1;1;2;1;2;2;1;1;1;2;1;1;1;1;2;1;2;1;0;0;1;1;1;1;1;1;1;2;1;2;3;71;1299;2;0;0;2;4;5;4;3;3;7;47,33
7;28;14;0;10,5;0;0;7;1;0;14;0;14;3,5;3,5;3,5;3,5;3,5;0;1;1;6,55;4;1;2;5;3;1;1;1;2;1;1;3;2;1;1;2;3;2;1;1;1;1;1;9;5;250;150;1;1914;0;1;1;0,13;0;0,29;0;0,86;0;0,71;0;0;0;0,33;0;0;0;0;1;0;0;0;0,67;0,6;0,14;0;0;1;1;1;3;3;2;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;2;2;1;0;0;1;2;1;1;1;1;2;1;2;1;3;39;4249;6;2;3;2;4;6;2;4;3;6;45,59
1,5;7;14;1;7;0;1;1;0;0;7;0;0;1;7;1;3,5;3,5;1;0;3,5;4,1;3;1;2;5;3;1;1;1;3;1;1;3;1;1;2;2;3;1;1;1;1;1;2;5;4;250;90;1;2002;1;0;0,8;0;0,2;0,4;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0,5;0;0;0;0;0;0;1;1;1;3;1;2;2;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;2;1;2;2;0;0;2;1;1;1;1;2;1;2;1;2;1;55;1299;1;0;0;1;2;3;1;1;1;2;27,96
1,5;7;7;10,5;7,5;0;0;1;0;0;0;0;0;1;3,5;3,5;3,5;3,5;0;0;0;3,75;4;1;2;5;3;2;1;1;3;1;1;3;1;1;2;2;3;3;1;2;2;1;1;7;9;235;170;1;1948;0;1;0,87;0,17;0;0;0,13;1;0;0,6;0;0;0;0,5;0;0;0,2;0;0,86;0;0;0;0,4;0,67;0;0;0;1;2;1;1;1;2;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;1;2;2;1;0;0;1;2;1;2;1;1;1;1;1;1;2;43;2349;2;0;0;1;8;3;1;1;3;4;24,88
7;1;0;7;1;0;0;1;0;0;1;0;0;1;3,5;0;0;3,5;0;0;0;0,9;4;1;1;1;1;1;1;1;2;1;1;3;1;2;2;1;3;3;1;1;1;1;1;4;7;215;83;1;1961;0;0;0,5;0,47;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0,67;0;0;0;0;0;1;2;1;3;3;1;2;1;2;1;2;1;2;2;1;1;1;2;1;1;1;1;2;1;2;1;0;0;2;1;1;1;1;1;1;1;1;1;6;75;2349;3;0;0;1;6;6;4;3;3;7;23,65
7;14;3,5;7;7;3,5;1;1;0;0;0;0;0;0;1;0;1;3,5;0;0;0;3,8;3;4;2;5;2;1;1;1;3;1;1;3;1;1;2;2;1;1;1;1;1;1;1;2;2;320;72;1;1914;0;0;1;0;0;0;0;1;0;0,6;0;0;0,13;0,25;0;0;0;0;1;0;0,5;0;0,25;0;0;0;0;1;1;3;2;1;1;1;1;1;1;2;1;1;2;2;2;1;1;1;1;1;2;2;1;2;1;0;0;1;1;1;1;1;1;1;2;1;2;5;42;2349;2;0;0;2;5;3;1;1;3;1;11,78
1,5;0;1;3,5;7;1;1;1;1;1;0;0;0;1;1;1;0;3,5;0;3,5;0;1,05;1;4;2;4;3;1;1;1;1;1;1;3;1;1;3;1;2;1;5;2;2;1;1;4;6;240;110;1;1961;1;1;0,86;0;0,14;0,6;0,13;0,14;0;1;0;0;0;0;0;0;0;0;1;0;0,5;0;0,5;0;0;0;0;1;2;2;3;1;2;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;0;0;2;2;1;1;1;1;1;1;1;1;3;57;1299;1;0;0;1;4;5;4;3;1;7;13,32
3,5;14;7;1;7;0;0;3,5;0;0;1;0;0;3,5;3,5;1;0;7;0;0;1;3,75;3;3;1;5;3;1;2;2;3;1;1;3;1;1;2;2;1;3;1;2;2;2;1;4;7;250;120;3;1989;1;1;0,88;0;0,13;0,67;0;0;0;0,67;0;0;0;0;0;0;0,17;0;0,67;0;0;1;0;0;0;0;0;1;2;1;2;1;2;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;0;0;1;1;1;1;1;1;1;1;1;1;1;45;4249;1;0;0;2;9;4;6;5;1;4;10,55
3,5;14;14;0;7;1;1;3,5;0;0;0;0;0;3,5;3,5;0;1;3,5;0;3,5;0;6,4;4;2;1;3;3;1;2;2;4;2;2;2;1;2;1;2;3;3;1;1;1;1;1;4;3;260;80;1;1914;1;1;1;0;0;0;0;1;0;0;0;0,25;0;0,75;0;0;0;0;1;0;0,17;0;0,71;0,56;0;0;0;1;2;1;3;3;1;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;1;2;1;1;0;0;1;1;1;1;1;1;2;2;1;2;4;54;2899;2;0;0;2;8;2;1;1;3;1;19,93
3,5;7;14;1;3,5;0;0;3,5;0;0;1;0;0;3,5;7;0;3,5;3,5;0;0;0;4,95;4;1;1;5;3;1;1;1;3;1;1;3;1;1;1;2;2;1;2;1;1;1;1;4;6;250;110;1;1989;1;0;1;0;0;1;0;0;0;0,67;0,25;0;0;0,14;0;0;0;0;1;0;0,2;0;0,25;0;0;0;0;1;1;2;3;3;2;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;2;2;2;1;0;0;1;1;1;1;1;2;1;1;2;1;4;75;1299;1;0;0;1;4;1;4;3;1;7;17,26
7;14;7;0;7;0;0;1;0;14;14;0;0;3,5;3,5;1;1;3,5;7;0;0;4,2;4;1;2;4;3;1;1;1;2;1;1;3;1;1;2;2;1;4;2;1;1;1;1;4;5;260;40;2;2002;1;1;0,88;0,25;0;0;0;0,83;0;0,6;0;0,33;0;0;0;1;0;0;0,17;0,25;0;0;1;0;0,2;0;0;1;1;3;3;3;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;0;0;1;2;1;1;1;1;2;1;1;1;4;67;2899;2;0;0;1;8;5;4;3;2;7;12,91
3,5;14;14;3,5;3,5;0,5;1;1;1;7;0;0;0;1;3,5;0;0;1;1;3,5;0;4,7;4;3;1;5;3;1;1;1;1;1;1;3;1;1;1;1;3;1;1;1;1;1;1;4;3;250;104;2;1948;0;0;1;0;0;0;0,5;1;0;0,83;0;0;0;0;0;0;0,25;0;0,33;0;0;0;0,25;0,33;0;0;0;1;1;3;3;3;2;1;1;1;2;1;1;1;2;1;1;1;2;1;1;1;1;2;1;2;1;0;0;2;1;1;1;2;1;1;1;1;1;4;49;1799;3;0;0;2;4;4;1;1;3;4;17,42
3,5;7;14;3,5;7;3,5;1;3,5;3,5;14;14;0;0;3,5;3,5;1;3,5;3,5;3,5;0;0;3,95;1;1;2;5;3;1;1;1;3;2;1;1;1;2;2;2;4;5;3;2;2;1;1;8;5;250;200;1;1989;1;1;1;0;0;0,67;0;0,29;0;1;0;0;0,17;0;0;0,44;0,86;0;0;0;0;0,2;0,38;0,4;0;0;0;1;2;2;2;1;2;2;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;2;1;2;1;0;0;1;1;1;1;1;1;1;1;2;1;3;81;4249;2;0;0;2;4;4;4;3;3;7;10,09
3,5;10,5;10,5;7;10,5;0;0;0;0;0;14;0;0;1;3,5;1;1;3,5;3,5;0;0;3,3;4;1;1;5;2;2;1;1;2;1;1;3;1;1;2;2;1;3;3;2;2;1;2;9;5;250;150;3;1989;1;1;0,73;0;0,25;1;0;0;0,11;0;0;0;0;0,5;0,17;0;0;0;1;0,5;0;0;0,4;0,43;0;0;0,11;1;2;1;3;2;2;2;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;2;2;2;2;0;0;1;1;1;1;1;1;1;1;1;1;1;67;2899;2;0;1;2;4;6;4;3;3;7;43,8
3,5;14;10,5;0;7;0;1;1;0;0;0;0;0;3,5;1;3,5;3,5;3,5;0;0;0;3,75;3;1;2;4;3;1;1;1;2;1;1;3;1;1;2;2;3;5;1;1;1;1;2;9;3;330;152;2;1961;0;1;0,1;1;0;0;0,4;0;0;0,2;0;0;0;0,33;0;0,25;0;0;0,2;0;0;0;0,2;0;0;0;0;1;2;1;3;1;2;2;1;1;1;1;2;2;1;1;2;1;1;1;2;1;1;1;1;2;2;0;0;2;1;1;1;1;1;1;1;1;1;1;53;2349;2;0;0;2;4;5;1;1;3;4;20,67
1,5;2;7;7;7;0;2;0;0;0;0;0;0;7;1;1;3,5;3,5;0;0;3,5;2,3;1;3;1;5;3;1;1;1;2;1;1;3;1;1;2;2;3;1;1;1;1;1;2;7;6;250;190;1;1871;1;1;1;0;0;0;0;1;0;0,67;0;0,17;0;0,17;0;0;0,33;0;0,71;0;0;0;0,2;0,75;0;0;0;1;2;1;3;1;2;1;1;2;2;1;1;1;2;1;2;1;1;1;1;1;1;2;1;2;2;0;0;1;1;1;1;1;1;2;1;2;1;2;56;2349;2;0;0;2;9;4;1;1;3;1;13,34
1,5;21;0;0;1;1;1;1;0;0;7;0;0;3,5;7;3,5;1;3,5;0;1;3,5;4,3;1;1;2;5;3;2;1;1;2;1;1;3;1;1;1;2;3;1;2;1;1;1;1;4;4;250;70;1;1961;0;1;1;0;0;0;0;1;0;0;0;0;0,1;1;0;0;0;0;1;0;0,5;0;0;0,17;0;0;0;1;2;3;2;1;2;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;0;0;2;1;1;1;1;1;1;1;2;1;3;66;2349;3;0;1;2;4;3;4;3;3;1;14,32
1,5;14;14;14;14;0;1;3,5;0;0;3,5;0;0;3,5;1;1;3,5;7;3,5;0;3,5;7,5;4;4;2;3;3;1;1;1;3;2;2;2;2;1;1;2;3;2;3;1;1;1;1;4;4;250;80;1;1914;1;1;1;0;0;0,25;0;0,2;0;0,25;0;0;0;0,67;0;0;0;0;0;0;0;0;1;0;0,67;0;0;1;2;2;3;3;2;2;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;2;2;2;1;0;0;1;1;1;2;2;1;1;2;1;2;4;61;1299;6;2;2;2;4;5;4;3;3;7;11,06
3,5;7;3,5;0;7;0;0;1;1;0;14;0;0;1;3,5;1;3,5;3,5;0;3,5;0;3,2;2;4;2;2;3;1;1;1;1;1;1;3;1;1;2;2;3;1;3;1;1;1;1;7;4;250;110;1;1961;0;1;0,7;0;0,29;0,33;0;0,5;0;0,5;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0,5;0;0;1;2;2;3;1;2;2;1;1;1;2;2;1;1;1;2;1;1;1;1;1;1;1;2;2;1;0;0;1;1;1;2;1;1;1;2;1;2;1;54;1799;2;0;0;2;5;1;1;1;3;7;2,99
1,5;14;3,5;10,5;7;0;1;3,5;3,5;0;14;0;0;3,5;3,5;0;3,5;3,5;7;0;1;6,05;4;1;1;5;2;1;1;1;3;1;1;3;1;1;1;2;3;5;1;1;1;1;1;4;3;300;54;1;2002;0;1;0,64;0,29;0,08;0;0,6;0,6;0;0,6;0;0,33;0;0;0;0;0;0;1;0;0,17;0;0;0;0,33;0;0;1;2;1;3;2;2;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;0;0;2;1;1;1;1;1;1;1;1;1;2;35;4249;5;1;0;2;4;4;1;2;3;6;23,84
3,5;0;14;0,5;7;0;1;0;0;0;14;0;1;3,5;1;0;3,5;3,5;7;0;3,5;3,25;1;1;1;2;3;2;1;1;2;1;1;3;1;1;2;2;3;3;1;2;2;1;1;7;7;300;120;1;1981;0;1;0,78;0;0,25;0,5;0;0,25;0,13;0,86;0;0;0;0;0;0;0;0;1;0;0;0;0,8;0;0,33;0;0;1;2;1;3;1;2;2;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;2;2;2;1;0;0;2;1;1;1;1;1;1;2;1;2;2;66;2899;2;0;0;2;4;3;4;3;3;7;7
3,5;0;7;7;7;0;1;0;0;0;7;0;0;1;7;0;3,5;3,5;0;0;3,5;1,5;1;1;2;5;2;2;1;1;3;1;1;3;1;1;2;2;3;1;2;1;1;1;1;9;4;400;96;1;1914;0;1;1;0;0;0;0;1;0;0,57;0;0;0;0;0;0;0;0;1;0;0;0,5;0;0;0;0;0;2;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;0;0;1;1;1;1;1;1;1;1;2;1;3;60;2349;1;0;0;1;4;5;3;5;1;7;7,81
1,5;0;10,5;0,5;0;0;1;1;0;7;0;0;0;1;3,5;1;0;3,5;0;0;7;2,15;1;1;2;5;3;1;2;2;2;1;1;3;1;1;2;2;3;4;3;1;1;1;1;7;7;250;120;1;1974;0;0;1;0;0;0;0;0,75;0;0,71;0;0;0;0;0;0;0,2;0;1;0;0,2;0;0,44;0;0;0;0;2;1;1;1;1;2;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;2;2;2;2;0;0;1;1;1;1;1;1;1;2;1;2;3;59;4249;1;0;0;1;4;3;4;3;1;7;23,39
7;14;35;0;3,5;0;1;3,5;7;0;7;0;0;1;3,5;0;1;7;0;3,5;3,5;7,4;4;1;2;5;3;1;1;1;1;1;1;3;1;1;2;1;1;1;1;2;2;2;1;4;6;250;99;1;2002;1;0;1;0;0;0;0,2;0;0;0,86;0;0;0;0;0;0;0;0;1;0;0,6;0;0,4;0;0;0;0;1;2;2;3;2;2;2;1;1;1;2;2;1;1;1;2;1;1;1;1;1;2;1;1;2;1;0;0;1;1;1;2;1;1;1;1;1;1;3;45;2899;2;0;0;2;6;3;1;1;3;5;19,18
1,5;14;14;0;7;0;1;0;0;0;0;0;0;3,5;1;0;3,5;1;0;0;3,5;5;4;1;1;5;3;1;1;1;2;1;1;3;1;1;2;2;3;1;1;1;1;1;2;7;4;240;52;2;1914;1;1;1;0;0;0,17;0;0,75;0;0,17;0;0;0;0,83;0;0;0;0;1;0;0;0,08;0,18;1;0;0;0;1;2;3;3;3;2;2;1;1;1;2;1;1;2;1;1;1;1;2;1;2;1;1;2;1;1;0;0;1;2;1;2;1;1;1;1;2;1;5;54;2899;2;0;0;1;9;4;2;1;3;4;13,65
3,5;7;7;10,5;7;7;1;1;0;0;3,5;0;0;3,5;1;1;1;3,5;0;0;0;2,85;3;1;2;2;3;1;1;1;2;1;1;3;1;1;2;1;3;1;4;1;1;1;1;5;8;280;96;1;1961;1;1;1;0;0;0;0;0,5;0,2;0,75;0;0;0;0;0;0;0,2;0;0,67;0;0;0;0,25;0;0;0;0;1;2;2;1;1;2;2;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;2;2;1;1;0;0;1;1;1;2;1;2;1;1;1;1;1;69;1799;2;0;0;1;4;4;4;3;3;7;17,28
